;;31.01.2021;;06.02.2021;;13.02.2021;;14.02.2021 - 20.02.2021;;21.02.2021;;22.02.2021 - 26.02.2021;;27.02.2021;;28.02.2021 - 05.03.2021;;06.03.2021;;07.03.2021 - 12.03.2021;;13.02.2021 - 12.03.2021;;Info;13.03.2021;13.03.2021;14.03.2021 - 20.03.2021;14.03.2021 - 20.03.2021;21.03.2021;21.03.2021;22.03.2021 - 27.03.2021;22.03.2021 - 27.03.2021;28.03.2021;28.03.2021;29.03.2021 - 03.04.2021;29.03.2021 - 03.04.2021;04.04.2021;04.04.2021;05.04.2021 - 10.04.2021;05.04.2021 - 10.04.2021;13.03.2021 - 10.04.2021;;Info;11.04.2021;11.04.2021;12.04.2021 - 16.04.2021;12.04.2021 - 16.04.2021;17.04.2021;17.04.2021;18.04.2021 - 24.04.2021;18.04.2021 - 24.04.2021;25.04.2021;25.04.2021;26.04.2021 - 01.05.2021;26.04.2021 - 01.05.2021;02.05.2021;02.05.2021;03.05.2021 - 08.05.2021;03.05.2021 - 08.05.2021;11.04.2021 - 08.05.2021;;Info;09.05.2021;09.05.2021;10.05.2021 - 15.05.2021;10.05.2021 - 15.05.2021;16.05.2021;16.05.2021;17.05.2021 - 22.05.2021;17.05.2021 - 22.05.2021;23.05.2021;23.05.2021;24.05.2021 - 29.05.2021;;30.05.2021;;31.05.2021 - 05.06.2021;;09.05.2021 - 05.06.2021;;Info;06.06.2021;;07.06.2021 - 12.06.2021;;13.06.2021;;14.06.2021 - 19.06.2021;;20.06.2021;;21.06.2021 - 26.06.2021;;27.06.2021;;28.06.2021 - 03.07.2021;;06.06.2021 - 03.07.2021;;Info;04.07.2021;;05.07.2021 - 10.07.2021;;11.07.2021;;12.07.2021 - 17.07.2021;;18.07.2021;;19.07.2021 - 23.07.2021;;24.07.2021;;25.07.2021 - 31.07.2021;;04.07.2021 - 31.07.2021;;Info;01.08.2021;;02.08.2021 - 07.08.2021;;08.08.2021;;09.08.2021 - 13.08.2021;;14.08.2021;;15.08.2021 - 20.08.2021;;21.08.2021;;22.08.2021 - 28.08.2021;;01.08.2021 - 28.08.2021;;Info;29.08.2021;;30.08.2021 - 04.09.2021;;05.09.2021;;06.09.2021 - 11.09.2021;;12.09.2021;;13.09.2021 - 17.09.2021;;18.09.2021;;19.09.2021 - 25.09.2021;;29.08.2021 - 25.09.2021;;Info;26.09.2021;;27.09.2021 - 02.10.2021;;03.10.2021;;04.10.2021 - 09.10.2021;;10.10.2021;;11.10.2021 - 15.10.2021;;16.10.2021;;17.10.2021 - 23.10.2021;;26.09.2021 - 23.10.2021;;Info;24.10.2021;;25.10.2021 - 29.10.2021;;30.10.2021;;31.10.2021 - 04.11.2021;;05.11.2021;;06.11.2021 - 13.11.2021;;14.11.2021;;15.11.2021 - 19.11.2021;;24.10.2021 - 19.11.2021;;Info;20.11.2021;;21.11.2021 - 27.11.2021;;28.11.2021;;29.11.2021 - 03.12.2021;;04.12.2021;;05.12.2021 - 11.12.2021;;12.12.2021;;13.12.2021 - 17.12.2021;;20.11.2021 - 17.12.2021;;Info;18.12.2021;;19.12.2021 - 25.12.2021;;26.12.2021;;27.12.2021 - 02.01.2022;;03.01.2022;;04.01.2022 - 08.01.2022;;09.01.2022;;10.01.2022 - 14.01.2022;;18.12.2021 - 14.01.2022;;Info;15.01.2022;;16.01.2022 - 22.01.2022;;23.01.2022;;24.01.2022 - 28.01.2022;;29.01.2022;;30.01.2022 - 04.02.2022;;05.02.2022;;06.02.2022 - 11.02.2022;;15.01.2022 - 11.02.2022;;Info;12.02.2022;;13.02.2022 - 18.02.2022;;19.02.2022;;20.02.2022 - 25.02.2022;;26.02.2022;;27.02.2022 - 06.03.2022;;07.03.2022;;08.03.2022 - 12.03.2022;;12.02.2022 - 12.03.2022;;Info;13.03.2022;;14.03.2022 - 19.03.2022;;20.03.2022;;21.03.2022 - 26.03.2022;;27.03.2022;;28.03.2022 - 01.04.2022;;02.04.2022;;03.04.2022 - 09.04.2022;;13.03.2022 - 09.04.2022;;Info;10.04.2022;;11.04.2022 - 16.04.2022;;17.04.2022;;18.04.2022 - 23.04.2022;;24.04.2022;;25.04.2022 - 01.05.2022;;02.05.2022;;03.05.2022 - 08.05.2022;;10.04.2022 - 08.05.2022;;Info;09.05.2022;;10.05.2022 - 14.05.2022;;15.05.2022;;16.05.2022 - 21.05.2022;;22.05.2022;;23.05.2022 - 27.05.2022;;28.05.2022;;29.05.2022 - 03.06.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2022;;05.06.2022 - 12.06.2022;;13.06.2022;;14.06.2022 - 17.06.2022;;18.06.2022;;19.06.2022 - 25.06.2022;;26.06.2022;;27.06.2022 - 01.07.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2021 - 01.07.2022;;Info
;Виноград;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;133,85;0,744;;;133,85;0,744;;;;;;;;98,86;0,430;;;;;;;;;98,86;0,430;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;334,51;1,932;;;67,19;0,672;;;401,70;2,604;;;;;;;;;;97,99;1,090;;;65,01;0,756;;;163,00;1,846;;;;122,85;1,060;;;;;123,74;1,320;;;;;;;246,59;2,380;;;;;;122,69;0,818;271,52;2,444;;;;;;;;;394,21;3,262;;;;;;;;;;;;;;;;;;0,00;0,000;;128,15;1,244;;;;;;;;;;;;;;;128,15;1,244;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;1 566,36;12,510;
;Голубика;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;149,99;0,125;;;649,90;0,300;;;;;;;;;799,89;0,425;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;349,00;0,250;;;;;;;;;349,00;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;149,90;0,125;;;149,90;0,125;;;;;;;;;;;;;;;;;;0,00;0,000;;;;249,90;0,125;;;;;;;;;;;;;249,90;0,125;;;;;;146,77;0,125;299,99;0,250;;;;;;;;;446,76;0,375;;;;;;;;;;;;;;;;;;0,00;0,000;;1 995,45;1,300;
;Гранат;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;91,36;0,464;;;;;;;;;75,55;0,504;;;166,91;0,968;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;59,49;0,458;;;;;;;;;;;59,49;0,458;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;206,19;0,625;;;;;;;;;;;;;206,19;0,625;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;432,59;2,051;
;Грейпфрут;;;;;;;;;;;;;109,14;1,214;;;;;;;109,14;1,214;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;74,62;0,830;;;;;74,62;0,830;;;;65,28;0,594;;;;;;;115,83;1,054;80,73;0,898;;;261,84;2,546;;49,20;0,410;;;86,31;0,864;;;;;36,55;0,373;;;;;172,06;1,647;;;;;;159,29;1,062;;;243,58;1,624;;;219,16;1,686;;;622,03;4,372;;272,14;1,512;;;;;;;155,09;1,034;;;133,89;1,030;;;561,12;3,576;;;;;;135,30;1,106;;;193,69;1,490;;;348,37;2,680;;;677,36;5,276;;267,00;2,054;;;;;;;110,01;1,024;;;116,07;0,960;;;493,08;4,038;;;;111,27;0,899;;;;;;;47,69;0,530;;;;;158,96;1,429;;109,27;1,366;;;;;;;;;;;;;;;109,27;1,366;;;;;;;;;;;;;;78,39;0,784;;;78,39;0,784;;73,59;0,736;;;;;;;;;;;;;;;73,59;0,736;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;46,15;0,462;;;;;;;81,50;1,020;;;;;127,65;1,482;;;;;;;;;;;;28,03;0,475;;;;;28,03;0,475;;3 547,14;29,771;
;Груши;133,43;0,834;119,99;0,750;104,63;0,654;;;130,23;0,814;;;;;100,79;0,630;151,63;0,892;;;487,28;2,990;;77,94;0,600;107,19;0,536;97,30;0,974;;;;;113,47;0,844;165,56;0,756;86,66;0,810;648,12;4,520;;77,51;0,646;;;159,73;1,426;;;65,13;0,652;;;119,69;0,798;129,11;1,345;551,17;4,867;;57,31;0,478;;;128,81;0,794;;;;;41,63;0,400;203,05;1,528;179,04;1,238;609,84;4,438;;136,49;0,910;81,94;0,745;125,69;0,838;;;100,79;0,672;82,45;0,550;124,96;0,962;;;652,32;4,677;;137,75;0,984;65,51;0,728;;;;;131,17;1,094;;;159,59;1,064;104,99;0,750;599,01;4,620;;201,27;1,258;;;;;144,02;1,160;;;98,54;0,580;;;;;443,83;2,998;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;107,29;0,565;162,85;0,958;76,37;0,670;;;;;;;;;346,51;2,193;;;;;;;;;;91,00;1,038;;;;;;;91,00;1,038;;;;;;134,95;1,010;;;75,32;0,656;;;90,71;0,648;;;300,98;2,314;;105,83;0,756;;;;;;;;;;;;;128,72;0,805;234,55;1,561;;;;;;;;;;;;;;;;;;0,00;0,000;;;;187,91;0,723;;;;;97,98;0,426;;;58,80;0,392;74,76;0,440;419,45;1,981;;;;;;140,47;0,878;;;;;;;135,60;0,452;;;276,07;1,330;;88,88;0,404;;;156,02;0,638;;;;;118,73;0,660;137,66;0,626;;;501,29;2,328;;114,78;0,638;149,10;0,872;;;;;;;;;62,87;0,484;;;326,75;1,994;;6 488,17;43,849;
;Дыня;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;140,92;3,758;;;;;;;;;150,30;3,012;291,22;6,770;;;;;;;;;;;;;;;;;;0,00;0,000;;103,18;2,586;;;;;;;;;;;;;;;103,18;2,586;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;394,40;9,356;
;Киви;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;87,49;0,625;87,49;0,625;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;56,76;0,355;;;;;;;;;56,76;0,355;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;144,25;0,980;
;Клубника;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;109,99;0,110;;;;;;;;;;;;;109,99;0,110;;;;;;;;;;;;;;;;;;0,00;0,000;;109,99;0,110;
;Лимон;;;;;21,60;0,180;;;;;;;;;;;18,98;0,146;9,90;0,110;50,48;0,436;;;;49,52;0,514;22,18;0,222;;;;;;;15,34;0,118;;;87,04;0,854;;16,64;0,128;;;;;44,86;0,499;;;;;;;;;61,50;0,627;;;;14,30;0,130;;;19,78;0,165;21,90;0,146;;;23,78;0,170;;;79,76;0,611;;;;;;41,60;0,208;;;21,12;0,176;;;17,80;0,178;;;80,52;0,562;;17,98;0,200;;;;;;;26,88;0,224;;;;;28,00;0,200;72,86;0,624;;;;14,84;0,135;;;;;37,20;0,186;;;25,46;0,196;;;77,50;0,517;;;;25,26;0,160;;;;;23,76;0,132;;;16,92;0,094;12,39;0,094;78,33;0,480;;26,98;0,180;;;;;;;7,92;0,088;;;48,22;0,288;;;83,12;0,556;;;;;;27,36;0,152;7,36;0,092;;;;;;;;;34,72;0,244;;20,32;0,254;;;15,36;0,192;;;9,27;0,132;;;;;;;44,95;0,578;;;;;;;;;;;;;;14,80;0,148;;;14,80;0,148;;;;;;27,18;0,302;;;;;;;29,22;0,325;;;56,40;0,627;;29,12;0,182;;;39,78;0,306;;;;;;;24,96;0,208;;;93,86;0,696;;30,57;0,306;;;;;;;;;;;24,30;0,270;;;54,87;0,576;;16,18;0,162;;;;;;;;;;;19,20;0,128;;;35,38;0,290;;;;;;18,79;0,120;;;35,25;0,294;;;;;;;54,04;0,414;;16,80;0,120;;;;;;;;;21,00;0,175;;;;;37,80;0,295;;1 097,93;9,135;
;Малина;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;229,90;0,125;;;;;;;;;229,90;0,125;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;229,99;0,125;;;;;;;;;229,99;0,125;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;459,89;0,250;
;Манго;;;;;180,03;0,948;;;;;;;;;;;214,18;0,978;;;394,21;1,926;;;;;;;;;;;;;;216,81;0,586;;;216,81;0,586;;;;177,17;0,635;;;;;;;;;;;;;177,17;0,635;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;208,43;0,695;208,43;0,695;;;;;;;;;;;;270,32;0,845;;;;;270,32;0,845;;;;;;;;;;;;;;;;349,90;1,000;349,90;1,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;168,99;0,676;;;168,99;0,676;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;164,15;0,608;;;;;164,15;0,608;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;96,29;0,344;;;96,29;0,344;;2 046,27;7,315;
;Мандарины;;;;;;;94,22;1,048;;;119,72;1,555;;;81,61;1,060;;;65,44;0,850;360,99;4,513;;;;121,25;1,547;;;;;107,79;1,078;192,48;2,370;;;;;421,52;4,995;;151,31;1,164;;;;;;;;;;;;;;;151,31;1,164;;;;;;63,74;0,510;;;;;;;;;;;63,74;0,510;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;51,24;0,570;;;;;;;;;;;;;51,24;0,570;;;;78,11;0,930;;;169,01;1,880;;;;;314,24;1,654;41,80;0,465;603,16;4,929;;;;73,93;0,740;;;;;;;92,77;1,205;;;118,56;1,540;285,26;3,485;;157,26;1,966;;;93,14;1,036;;;;;118,78;1,545;;;227,52;2,685;596,70;7,232;;;;50,95;0,510;;;131,03;0,690;;;;;83,99;;;;265,97;1,200;;;;;;;;80,70;0,475;;;97,22;0,705;;;73,97;0,575;251,89;1,755;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;3 051,78;30,353;
;Нектарины;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;88,21;0,624;;;;;;;;;;;;;88,21;0,624;;;;117,56;0,905;250,33;1,670;130,81;0,935;214,91;1,344;152,70;0,955;109,53;0,685;;;975,84;6,494;;;;;;;;;;78,98;0,608;;;;;134,99;0,900;213,97;1,508;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;257,08;0,695;257,08;0,695;;;;;;;;;;;;;;;;;;0,00;0,000;;1 535,10;9,321;
;Персики;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;137,28;0,808;137,28;0,808;;;;;;126,74;0,634;219,61;1,504;;;164,70;1,030;;;96,90;0,970;607,95;4,138;;173,87;0,644;;;189,23;0,996;;;;;;;81,53;0,680;97,72;0,815;542,35;3,135;;;;;;;;108,00;0,772;;;;;;;;;108,00;0,772;;;;;;160,16;1,310;;;;;127,66;0,875;;;;;287,82;2,185;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;134,22;0,790;;;;;150,79;0,955;285,01;1,745;;1 968,41;12,783;
;Помело;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;79,19;0,792;;;79,19;0,792;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;79,19;0,792;
;Сливы;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;110,18;0,735;110,18;0,735;;;;;;;;;;161,18;1,008;;;;;;;161,18;1,008;;;;76,04;0,845;;;;;40,72;0,816;53,76;0,598;;;37,09;0,530;207,61;2,789;;;;133,65;1,570;68,16;1,194;;;;;153,99;2,203;;;60,20;1,005;416,00;5,972;;67,66;0,968;60,11;0,860;29,60;0,370;;;82,15;1,148;;;121,88;1,092;97,81;0,890;459,21;5,328;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;89,41;0,526;;;;;89,41;0,526;;1 443,59;16,358;
;Хурма;;;;;;;163,00;;;;;;;;;;;;;;163,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;49,00;0,545;49,00;0,545;;;;;;;;119,13;0,745;;;126,67;0,845;;;115,13;0,720;360,93;2,310;;;;61,54;0,560;;;127,09;1,060;;;;;;;181,22;1,325;369,85;2,945;;;;;;;;;;;;90,94;0,650;;;;;90,94;0,650;;;;74,15;0,530;;;;;;;;;;;;;74,15;0,530;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;1 107,87;6,980;
;Черешня;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;167,96;0,420;;;;;167,96;0,420;;;;;;;;;;;;167,92;0,840;;;137,69;0,765;305,61;1,605;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;247,56;0,890;;;421,50;1,455;;;131,04;0,570;800,10;2,915;;1 273,67;4,940;
;Яблоки;141,79;1,418;212,70;1,950;85,51;0,856;382,83;3,455;101,33;0,922;127,80;1,660;;;306,95;3,005;;;176,51;1,815;1 180,93;11,713;;102,90;1,030;170,79;1,645;195,10;1,626;181,23;1,885;251,33;3,142;;;;;254,32;3,115;1 155,67;12,443;;76,99;0,700;;;212,94;1,936;64,10;0,713;;;;;160,24;1,604;;;514,27;4,953;;143,77;1,106;;;166,51;2,374;94,39;1,180;;;93,76;0,782;;;335,04;3,264;833,47;8,706;;133,09;1,110;;;132,43;0,946;225,42;2,220;139,08;1,160;;;190,39;1,190;177,80;1,766;998,21;8,392;;141,33;1,088;229,71;2,338;;;;;;;60,19;0,860;242,58;2,426;;;673,81;6,712;;65,99;0,600;;;112,34;1,496;;;116,63;1,296;165,31;1,875;131,51;1,096;51,29;0,855;643,07;7,218;;;;;;;;;;125,28;1,568;;;119,28;1,194;144,21;1,514;388,77;4,276;;;;190,05;2,535;;;;;179,63;2,028;;;93,67;1,008;123,23;1,315;586,58;6,886;;158,60;2,266;146,01;1,535;;;120,33;1,780;;;143,32;2,049;90,79;0,908;;;659,05;8,538;;;;118,99;1,190;123,47;1,372;41,24;0,590;101,88;1,290;;;127,61;1,418;;;513,19;5,860;;95,41;1,132;96,81;1,274;102,45;1,194;;;86,43;0,958;;;;;81,42;0,815;462,52;5,373;;219,81;2,748;;;;;;;145,63;1,324;;;;;193,78;2,060;559,22;6,132;;160,79;1,340;;;;;166,46;1,347;144,71;1,206;177,49;1,735;93,31;0,934;84,07;0,765;826,83;7,327;;94,11;0,942;170,52;1,932;111,24;0,818;72,17;0,850;96,88;0,808;85,85;0,955;81,63;0,628;215,03;1,926;927,43;8,859;;70,97;0,546;170,98;1,710;86,45;0,786;119,88;1,200;71,44;0,650;178,22;1,790;;;100,40;1,005;798,34;7,687;;105,59;0,704;242,29;2,269;;;;;148,59;1,486;;;162,66;1,292;128,58;1,170;787,71;6,921;;170,55;1,312;215,20;2,060;154,27;1,102;182,72;1,829;155,88;1,200;94,06;1,095;;;;;972,68;8,598;;13 481,75;136,594;
;Нераспределяемые расходы на фрукты и овощи;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;1141,00;;;;550,00;;726,00;;;;2 417,00;0,000;;255,00;;116,00;;;;;;;;;;;;;;371,00;0,000;;;;;;;;;;;;338,00;;;;255,00;;593,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;1 139,00;;1 139,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;68,00;;68,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;115,00;;;;;;;;;;;;;;115,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;4 703,00;0,000;
